tsg;id_gene;gene_symbol;tissue_L1;tissue_L2;Z_L1;SNR_L1;SIGNAL_L1;NOISE_L1;ref_tissue_L1;REF_L1;SRR_L1;Z_L2;SNR_L2;SIGNAL_L2;NOISE_L2;ref_tissue_L2;REF_L2;SRR_L2
ALOX12_mouth;239.0;ALOX12;mouth;head_neck;;;;;;;;3.3;1.7;2.908782;1.737365;female_genital;0.96862;3.0
ALOX5AP_blood;241.0;ALOX5AP;blood;hematopoietic;;;;;;;;2.7;1.2;7.246402;5.835601;female_genital;2.656659;2.7
ALOX12B_connective_tissues;242.0;ALOX12B;connective_tissues;soft_tissues;;;;;;;;3.3;1.3;2.617833;1.94897;female_genital;0.247482;10.6
ALOX12B_skin;242.0;ALOX12B;skin;soft_tissues;4.6;1.5;5.007788;3.413297;breast;0.079281;63.2;;;;;;;
ALOX12P2_pituitary_gland;245.0;ALOX12P2;pituitary_gland;endocrine_gland;4.2;1.9;2.461565;1.317772;breast;0.488937;5.0;;;;;;;
ALOX15_bronchus_lung;246.0;ALOX15;bronchus_lung;tracheo_broncho_lung;;;;;;;;3.0;1.5;1.677308;1.142347;female_genital;0.439098;3.8
ALPI_small_intestine;248.0;ALPI;small_intestine;digestive;4.9;1.5;4.500203;3.083197;breast;0.001836;2451.1;;;;;;;
ALPP_placenta;250.0;ALPP;placenta;placenta;6.0;2.9;4.026022;1.387018;breast;0.00364;1106.0;4.0;2.9;4.026022;1.38119;female_genital;0.143595;28.0
ALPG_placenta;251.0;ALPG;placenta;placenta;5.9;4.5;2.276128;0.507411;breast;0.001982;1148.4;4.1;4.7;2.276128;0.481741;female_genital;0.102433;22.2
AMBP_biliary_tract;259.0;AMBP;biliary_tract;hepato_bilary;4.0;1.8;11.228497;6.172897;breast;0.457329;24.6;;;;;;;
AMBP_liver;259.0;AMBP;liver;hepato_bilary;4.0;1.8;11.342792;6.172897;breast;0.457329;24.8;3.8;2.4;11.183363;4.730911;female_genital;0.351199;31.8
AMH_testis;268.0;AMH;testis;male_germinal;;;;;;;;4.0;2.8;3.021817;1.068462;female_genital;0.354795;8.5
AMHR2_adrenal_gland;269.0;AMHR2;adrenal_gland;endocrine_gland;4.1;1.2;4.250809;3.596802;breast;0.045982;92.4;;;;;;;
AMHR2_testis;269.0;AMHR2;testis;male_germinal;;;;;;;;3.3;1.9;2.692132;1.447649;female_genital;0.507227;5.3
AMPD1_muscles;270.0;AMPD1;muscles;heart_muscles;5.5;2.6;6.216758;2.359463;breast;0.702071;8.9;3.4;1.5;2.873762;1.89206;female_genital;0.41235;7.0
AMPH_brain;273.0;AMPH;brain;neuro;;;;;;;;3.1;1.8;3.084434;1.746763;female_genital;1.315301;2.3
AMY1B_mouth;277.0;AMY1B;mouth;head_neck;5.2;1.8;5.068028;2.783856;breast;0.066157;76.6;3.6;1.8;5.068028;2.783856;female_genital;0.116168;43.6
AMY1C_mouth;278.0;AMY1C;mouth;head_neck;5.7;3.8;5.026798;1.324821;breast;0.024869;202.1;4.0;4.2;5.026798;1.20946;female_genital;0.079216;63.5
AMY2A_pancreas;279.0;AMY2A;pancreas;pancreas;6.1;4.0;9.675044;2.441397;breast;0.11756;82.3;4.1;4.0;9.675044;2.441397;female_genital;0.227501;42.5
AMY2B_pancreas;280.0;AMY2B;pancreas;pancreas;4.2;2.0;8.533019;4.217414;breast;2.2665;3.8;3.5;2.2;8.533019;3.870684;female_genital;2.675408;3.2
AMYP1_pancreas;281.0;AMYP1;pancreas;pancreas;6.5;33.5;3.18321;0.095111;breast;0.009425;337.7;4.2;33.5;3.18321;0.095111;female_genital;0.011908;267.3
ANG_liver;283.0;ANG;liver;hepato_bilary;;;;;;;;3.5;2.1;7.993812;3.764494;female_genital;3.284746;2.4
ANK1_muscles;286.0;ANK1;muscles;heart_muscles;;;;;;;;3.2;1.6;3.119888;1.926367;female_genital;0.194778;16.0
ANXA13_gallbladder;312.0;ANXA13;gallbladder;hepato_bilary;4.2;1.4;6.196147;4.293347;breast;0.227933;27.2;;;;;;;
AOAH_blood;313.0;AOAH;blood;hematopoietic;;;;;;;;2.5;1.6;4.106262;2.583116;female_genital;1.163715;3.5
AOAH_tonsil;313.0;AOAH;tonsil;lymphoid;;;;;;;;2.6;1.6;4.153523;2.583116;female_genital;1.163715;3.6
AOC2_testis;314.0;AOC2;testis;male_germinal;;;;;;;;3.3;1.8;2.133033;1.196245;female_genital;1.009442;2.1
APOF_biliary_tract;319.0;APOF;biliary_tract;hepato_bilary;4.5;11.6;6.823515;0.590403;breast;0.14502;47.1;;;;;;;
APOF_liver;319.0;APOF;liver;hepato_bilary;4.6;11.8;6.946136;0.590403;breast;0.14502;47.9;4.2;11.4;6.732432;0.590403;female_genital;0.083706;80.4
APBA1_brain;320.0;APBA1;brain;neuro;4.4;1.8;3.673417;2.004188;breast;1.311521;2.8;3.5;2.4;3.146447;1.337203;female_genital;1.329002;2.4
APBA2_brain;321.0;APBA2;brain;neuro;4.3;1.7;4.569607;2.637318;breast;0.684472;6.7;2.9;1.6;3.629461;2.341002;female_genital;0.779021;4.7
APCS_biliary_tract;325.0;APCS;biliary_tract;hepato_bilary;4.3;2.2;9.85294;4.432916;breast;0.021523;457.8;;;;;;;
APCS_liver;325.0;APCS;liver;hepato_bilary;4.3;2.2;9.916193;4.432916;breast;0.021523;460.7;4.2;6.4;9.747692;1.52928;female_genital;0.044904;217.1
BIRC5_embryonic_stem_cells;332.0;BIRC5;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;3.2;1.8;4.702638;2.662276;female_genital;0.510187;9.2
APLP1_brain;333.0;APLP1;brain;neuro;;;;;;;;3.2;1.6;5.924512;3.757221;female_genital;0.920024;6.4
APOA1_liver;335.0;APOA1;liver;hepato_bilary;;;;;;;;3.7;1.7;11.8503;6.773729;female_genital;0.730895;16.2
APOA2_biliary_tract;336.0;APOA2;biliary_tract;hepato_bilary;4.4;7.4;11.735383;1.592671;breast;0.020364;576.3;;;;;;;
APOA2_liver;336.0;APOA2;liver;hepato_bilary;4.6;7.8;12.441037;1.592671;breast;0.020364;610.9;4.2;7.5;11.873444;1.592671;female_genital;0.065437;181.4
APOA4_liver;337.0;APOA4;liver;hepato_bilary;;;;;;;;4.2;6.4;4.276929;0.67087;female_genital;0.025015;171.0
APOA4_small_intestine;337.0;APOA4;small_intestine;digestive;5.0;1.8;7.835429;4.412458;breast;0.00981;798.7;;;;;;;
APOB_biliary_tract;338.0;APOB;biliary_tract;hepato_bilary;4.2;1.8;8.398774;4.780006;breast;0.632811;13.3;;;;;;;
APOB_liver;338.0;APOB;liver;hepato_bilary;4.1;1.7;8.111112;4.780006;breast;0.632811;12.8;4.2;9.8;7.880068;0.800926;female_genital;0.369743;21.3
APOBEC1_small_intestine;339.0;APOBEC1;small_intestine;digestive;5.6;2.7;3.039562;1.133778;breast;0.004692;647.8;;;;;;;
APOC1_liver;341.0;APOC1;liver;hepato_bilary;;;;;;;;3.3;1.7;11.044877;6.379842;female_genital;3.327442;3.3
APOC1P1_biliary_tract;342.0;APOC1P1;biliary_tract;hepato_bilary;4.7;3.1;6.865878;2.247814;breast;0.178899;38.4;;;;;;;
APOC1P1_liver;342.0;APOC1P1;liver;hepato_bilary;4.0;2.6;5.849911;2.247814;breast;0.178899;32.7;4.2;8.9;5.68432;0.639968;female_genital;0.155531;36.5
AQP8_pancreas;343.0;AQP8;pancreas;pancreas;;;;;;;;4.1;3.8;6.682384;1.756092;female_genital;0.206283;32.4
APOC2_biliary_tract;344.0;APOC2;biliary_tract;hepato_bilary;4.2;3.0;4.879063;1.61096;breast;0.08552;57.1;;;;;;;
APOC2_liver;344.0;APOC2;liver;hepato_bilary;4.4;3.1;5.07151;1.61096;breast;0.08552;59.3;4.2;8.3;4.948412;0.597417;female_genital;0.074684;66.3
APOC3_biliary_tract;345.0;APOC3;biliary_tract;hepato_bilary;4.2;1.8;12.304984;6.806267;breast;0.125166;98.3;;;;;;;
APOC3_liver;345.0;APOC3;liver;hepato_bilary;4.2;1.8;12.239928;6.806267;breast;0.125166;97.8;4.2;5.8;11.8659;2.063453;female_genital;0.191651;61.9
APOC4_liver;346.0;APOC4;liver;hepato_bilary;6.1;3.8;3.10775;0.82503;breast;0.046844;66.3;4.2;11.8;2.988852;0.253323;female_genital;0.079914;37.4
